timestamp,cpu_percent,memory_gb,latency_ms,error_rate,throughput_rps
2026-05-01T14:05:00Z,32.42,3.21,99.0,0.0008,35.84
2026-05-01T14:06:00Z,27.11,3.24,102.6,0.0006,35.32
2026-05-01T14:07:00Z,29.99,3.23,138.4,0.0005,37.12
2026-05-01T14:08:00Z,44.44,3.17,211.7,0.0050,143.56
2026-05-01T14:09:00Z,42.54,3.22,1332.3,0.0550,144.92
2026-05-01T14:10:00Z,42.32,3.21,2339.6,0.1050,128.25
2026-05-01T14:11:00Z,43.03,3.20,3629.0,0.1550,138.24
2026-05-01T14:12:00Z,46.53,3.21,4870.3,0.2050,131.68
2026-05-01T14:13:00Z,43.53,3.24,6088.9,0.2550,53.30
2026-05-01T14:14:00Z,46.93,3.20,7114.5,0.3050,62.03
2026-05-01T14:15:00Z,42.75,3.16,8592.7,0.3550,66.59
2026-05-01T14:16:00Z,44.26,3.20,8503.7,0.4050,65.36
2026-05-01T14:17:00Z,45.71,3.21,8474.5,0.4200,52.94
2026-05-01T14:18:00Z,43.07,3.24,8341.8,0.4200,69.93
2026-05-01T14:19:00Z,46.40,3.24,8549.7,0.4200,60.03
2026-05-01T14:20:00Z,46.91,3.20,8317.3,0.4200,53.37
2026-05-01T14:21:00Z,45.23,3.20,8538.4,0.4200,56.54
2026-05-01T14:22:00Z,45.42,3.19,8476.0,0.4200,53.09
2026-05-01T14:23:00Z,43.78,3.24,8443.0,0.4200,68.57
2026-05-01T14:24:00Z,45.75,3.20,8490.1,0.4200,53.41
2026-05-01T14:25:00Z,45.42,3.20,8370.3,0.4200,60.69
2026-05-01T14:26:00Z,45.40,3.19,8471.2,0.4200,65.30
2026-05-01T14:27:00Z,43.99,3.18,8326.4,0.4200,58.62
2026-05-01T14:28:00Z,44.17,3.21,8391.8,0.4200,55.37
2026-05-01T14:29:00Z,47.93,3.21,8537.8,0.4200,56.91
2026-05-01T14:30:00Z,42.95,3.20,8649.6,0.4200,54.74
2026-05-01T14:31:00Z,47.23,3.25,8699.4,0.4200,54.97
2026-05-01T14:32:00Z,43.96,3.20,8670.6,0.4200,65.32
2026-05-01T14:33:00Z,44.21,3.20,8625.1,0.4200,63.37
2026-05-01T14:34:00Z,45.37,3.19,8343.5,0.4200,52.07
2026-05-01T14:35:00Z,43.71,3.19,8333.0,0.4200,67.17
2026-05-01T14:36:00Z,44.56,3.20,8431.3,0.4200,58.23
2026-05-01T14:37:00Z,46.01,3.24,8340.5,0.4200,67.69
2026-05-01T14:38:00Z,44.71,3.19,8593.1,0.4200,56.00
2026-05-01T14:39:00Z,46.89,3.15,8482.8,0.4200,57.01
2026-05-01T14:40:00Z,44.26,3.25,8398.6,0.4200,69.94
2026-05-01T14:41:00Z,47.29,3.21,8409.4,0.4200,59.41
2026-05-01T14:42:00Z,45.99,3.21,8627.8,0.4200,50.85
2026-05-01T14:43:00Z,42.29,3.18,8325.6,0.4200,66.90
2026-05-01T14:44:00Z,45.79,3.15,8602.6,0.4200,50.73
2026-05-01T14:45:00Z,42.05,3.20,8611.5,0.4200,64.22
2026-05-01T14:46:00Z,45.12,3.17,8450.6,0.4200,66.80
2026-05-01T14:47:00Z,45.16,3.16,8588.1,0.4200,56.40
2026-05-01T14:48:00Z,45.06,3.20,8694.6,0.4200,53.86
2026-05-01T14:49:00Z,46.93,3.24,8402.7,0.4200,57.87
2026-05-01T14:50:00Z,47.55,3.17,8584.1,0.4200,51.43
2026-05-01T14:51:00Z,47.88,3.20,8477.0,0.4200,59.41
2026-05-01T14:52:00Z,43.37,3.22,8628.2,0.4200,65.31
2026-05-01T14:53:00Z,42.52,3.16,8502.5,0.4200,68.22
2026-05-01T14:54:00Z,45.79,3.19,8317.3,0.4200,57.77
2026-05-01T14:55:00Z,43.00,3.22,8332.3,0.4200,62.38
2026-05-01T14:56:00Z,47.39,3.18,8674.6,0.4200,57.99
2026-05-01T14:57:00Z,42.12,3.24,8651.2,0.4200,65.95
2026-05-01T14:58:00Z,47.40,3.15,8313.2,0.4200,51.22
2026-05-01T14:59:00Z,42.23,3.15,8314.6,0.4200,60.57
